query_name,chromosome,position,reference_end,length,cigar,coverage
SRR14041381.27968714,NW_003528295.1,365623,365704,-3586,23M1D31M2D4M1D19M48H,15535
SRR14041381.28032994,NW_003528295.1,365623,365704,-3691,23M1D31M2D4M1D19M48H,15535
SRR14041381.28303538,NW_003528295.1,365623,365704,-3577,23M1D31M2D4M1D19M48H,15535
SRR14041381.28676588,NW_003528295.1,365623,365704,-3619,23M1D31M2D4M1D19M48H,15535
SRR14041381.28908764,NW_003528295.1,365623,365704,-3608,23M1D31M2D4M1D19M48H,15535
SRR14041381.29093795,NW_003528295.1,365623,365704,-3647,23M1D31M2D4M1D19M48H,15535
SRR14041381.29259165,NW_003528295.1,365623,365704,-3593,23M1D31M2D4M1D19M48H,15535
SRR14041381.29324149,NW_003528295.1,365623,365704,-3613,23M1D31M2D4M1D19M48H,15535
SRR14041381.29442677,NW_003528295.1,365623,365704,-3658,23M1D31M2D4M1D19M48H,15535
SRR14041381.30252265,NW_003528295.1,365623,365704,-3578,23M1D31M2D4M1D19M48H,15535
SRR14041381.30336779,NW_003528295.1,365623,365704,-3652,23M1D31M2D4M1D19M48H,15535
SRR14041381.30411337,NW_003528295.1,365623,365704,-3592,23M1D31M2D4M1D19M48H,15535
SRR14041381.30413170,NW_003528295.1,365623,365704,-3615,23M1D31M2D4M1D19M48H,15535
SRR14041381.30446046,NW_003528295.1,365623,365704,-3635,23M1D31M2D4M1D19M48H,15535
SRR14041381.30490004,NW_003528295.1,365623,365704,-3647,23M1D31M2D4M1D19M48H,15535
SRR14041381.30737178,NW_003528295.1,365623,365704,-3600,23M1D31M2D4M1D19M48H,15535
SRR14041381.31005960,NW_003528295.1,365623,365704,-3624,23M1D31M2D4M1D19M48H,15535
SRR14041381.31135073,NW_003528295.1,365623,365704,-3621,23M1D31M2D4M1D19M48H,15535
SRR14041381.31165518,NW_003528295.1,365623,365704,-3618,23M1D31M2D4M1D19M48H,15535
SRR14041381.31245197,NW_003528295.1,365623,365704,-3614,23M1D31M2D4M1D19M48H,15535
SRR14041381.31404614,NW_003528295.1,365623,365704,-3668,23M1D31M2D4M1D19M48H,15535
SRR14041381.31416610,NW_003528295.1,365623,365704,-3647,23M1D31M2D4M1D19M48H,15535
SRR14041381.31641116,NW_003528295.1,365623,365704,-3635,23M1D31M2D4M1D19M48H,15535
SRR14041381.31741250,NW_003528295.1,365623,365704,-3588,23M1D31M2D4M1D19M48H,15535
SRR14041381.31768153,NW_003528295.1,365623,365704,-3621,23M1D31M2D4M1D19M48H,15535
SRR14041381.31822181,NW_003528295.1,365623,365704,-3660,23M1D33M3D21M48H,15535
SRR14041381.32398854,NW_003528295.1,365623,365704,-3592,23M1D31M2D4M1D19M48H,15535
SRR14041381.32771670,NW_003528295.1,365623,365704,-3647,23M1D31M2D4M1D19M48H,15535
SRR14041381.32855515,NW_003528295.1,365623,365704,-3625,23M1D31M2D4M1D19M48H,15535
SRR14041381.32873055,NW_003528295.1,365623,365704,-3596,23M1D31M2D4M1D19M48H,15535
SRR14041381.2851963,NW_003528295.1,365623,365704,-3856,23M1D31M2D4M1D19M48H,15535
SRR14041381.4774664,NW_003528295.1,365623,365704,-3856,23M1D31M2D4M1D19M37H,15535
SRR14041381.18651467,NW_003528295.1,365623,365704,-3856,23M1D31M2D4M1D19M48H,15535
SRR14041381.20202251,NW_003528295.1,365623,365704,-3856,23M1D31M2D4M1D19M48H,15535
SRR14041381.31639128,NW_003528295.1,365623,365704,-3856,23M1D31M2D4M1D19M48H,15535
SRR14041381.81726,NW_003528295.1,365624,365704,-3600,22M1D31M2D4M1D19M49H,15930
SRR14041381.81784,NW_003528295.1,365624,365704,-3584,22M1D31M2D4M1D19M49H,15930
SRR14041381.170572,NW_003528295.1,365624,365704,-3613,22M1D31M2D4M1D19M49H,15930
SRR14041381.341855,NW_003528295.1,365624,365704,-3622,22M1D31M2D4M1D19M49H,15930
SRR14041381.463886,NW_003528295.1,365624,365704,-3611,22M1D31M2D4M1D19M49H,15930
SRR14041381.479224,NW_003528295.1,365624,365704,-3600,22M1D31M2D4M1D19M49H,15930
SRR14041381.488381,NW_003528295.1,365624,365704,-3579,22M1D31M2D4M1D19M49H,15930
SRR14041381.584750,NW_003528295.1,365624,365704,-3608,22M1D31M2D4M1D19M49H,15930
SRR14041381.720928,NW_003528295.1,365624,365706,-3679,47S22M1D31M2D4M1D21M,15930
SRR14041381.936727,NW_003528295.1,365624,365704,-3634,22M1D31M2D4M1D19M49H,15930
SRR14041381.1184504,NW_003528295.1,365624,365704,-3568,22M1D31M2D4M1D19M49H,15930
SRR14041381.1286474,NW_003528295.1,365624,365704,-3584,22M1D31M2D4M1D19M49H,15930
SRR14041381.1326876,NW_003528295.1,365624,365704,-3601,22M1D31M2D4M1D19M49H,15930
SRR14041381.1493483,NW_003528295.1,365624,365704,-3600,22M1D31M2D4M1D19M49H,15930
SRR14041381.2135349,NW_003528295.1,365624,365704,-3588,22M1D31M2D4M1D19M49H,15930
SRR14041381.2196883,NW_003528295.1,365624,365704,-3610,22M1D31M2D4M1D19M49H,15930
SRR14041381.2197293,NW_003528295.1,365624,365704,-3597,22M1D31M2D4M1D19M49H,15930
SRR14041381.2358412,NW_003528295.1,365624,365704,-3622,22M1D31M2D4M1D19M49H,15930
SRR14041381.2373147,NW_003528295.1,365624,365704,-3592,22M1D31M2D4M1D19M49H,15930
SRR14041381.2720247,NW_003528295.1,365624,365704,-3618,22M1D31M2D4M1D19M49H,15930
SRR14041381.3041832,NW_003528295.1,365624,365704,-3637,22M1D31M2D4M1D19M49H,15930
SRR14041381.3067979,NW_003528295.1,365624,365704,-3574,22M1D31M2D4M1D19M49H,15930
SRR14041381.3140455,NW_003528295.1,365624,365704,-3636,22M1D31M2D4M1D19M49H,15930
SRR14041381.3699892,NW_003528295.1,365624,365704,-3614,22M1D31M2D4M1D19M49H,15930
SRR14041381.3735131,NW_003528295.1,365624,365704,-3580,22M1D31M2D4M1D19M49H,15930
SRR14041381.3846996,NW_003528295.1,365624,365704,-3657,22M1D31M2D4M1D19M49H,15930
SRR14041381.3880610,NW_003528295.1,365624,365704,-3634,22M1D31M2D4M1D19M49H,15930
SRR14041381.4162692,NW_003528295.1,365624,365704,-3585,22M1D31M2D4M1D19M49H,15930
SRR14041381.4177632,NW_003528295.1,365624,365704,-3596,22M1D33M3D21M49H,15930
SRR14041381.4339630,NW_003528295.1,365624,365704,-3628,22M1D31M2D4M1D19M49H,15930
SRR14041381.4446769,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.4544885,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.4616518,NW_003528295.1,365624,365704,-3611,22M1D31M2D4M1D19M49H,15930
SRR14041381.4763569,NW_003528295.1,365624,365704,-3635,22M1D31M2D4M1D19M49H,15930
SRR14041381.4782525,NW_003528295.1,365624,365704,-3596,22M1D31M2D4M1D19M49H,15930
SRR14041381.4880741,NW_003528295.1,365624,365704,-3609,22M1D31M2D4M1D19M49H,15930
SRR14041381.5025426,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.5213420,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.5330669,NW_003528295.1,365624,365704,-3600,22M1D31M2D4M1D19M49H,15930
SRR14041381.5522542,NW_003528295.1,365624,365704,-3587,22M1D31M2D4M1D19M49H,15930
SRR14041381.5697398,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.5844184,NW_003528295.1,365624,365704,-3604,22M1D31M2D4M1D19M49H,15930
SRR14041381.5964115,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.6238187,NW_003528295.1,365624,365704,-3631,22M1D31M2D4M1D19M49H,15930
SRR14041381.6579697,NW_003528295.1,365624,365704,-3588,22M1D31M2D4M1D19M49H,15930
SRR14041381.6625223,NW_003528295.1,365624,365704,-3587,22M1D31M2D4M1D19M49H,15930
SRR14041381.7057489,NW_003528295.1,365624,365704,-3580,22M1D31M2D4M1D19M49H,15930
SRR14041381.7143402,NW_003528295.1,365624,365704,-3655,22M1D31M2D4M1D19M49H,15930
SRR14041381.7485752,NW_003528295.1,365624,365704,-3633,22M1D31M2D4M1D19M49H,15930
SRR14041381.7538857,NW_003528295.1,365624,365704,-3688,22M1D31M2D4M1D19M49H,15930
SRR14041381.7729014,NW_003528295.1,365624,365704,-3612,22M1D31M2D4M1D19M49H,15930
SRR14041381.7743474,NW_003528295.1,365624,365704,-3599,22M1D31M2D4M1D19M49H,15930
SRR14041381.7881152,NW_003528295.1,365624,365704,-3591,22M1D31M2D4M1D19M49H,15930
SRR14041381.8363687,NW_003528295.1,365624,365704,-3574,22M1D31M2D4M1D19M49H,15930
SRR14041381.8493412,NW_003528295.1,365624,365704,-3664,22M1D31M2D4M1D19M49H,15930
SRR14041381.8513244,NW_003528295.1,365624,365704,-3607,22M1D31M2D4M1D19M49H,15930
SRR14041381.8788743,NW_003528295.1,365624,365704,-3670,22M1D31M2D4M1D19M49H,15930
SRR14041381.8941666,NW_003528295.1,365624,365704,-3611,22M1D33M3D21M49H,15930
SRR14041381.9095387,NW_003528295.1,365624,365704,-3654,22M1D31M2D4M1D19M49H,15930
SRR14041381.9131109,NW_003528295.1,365624,365704,-3621,22M1D31M2D4M1D19M49H,15930
SRR14041381.9244835,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.9315090,NW_003528295.1,365624,365704,-3627,22M1D31M2D4M1D19M49H,15930
SRR14041381.9647103,NW_003528295.1,365624,365704,-3618,22M1D31M2D4M1D19M49H,15930
SRR14041381.10199064,NW_003528295.1,365624,365704,-3627,22M1D33M3D21M49H,15930
SRR14041381.10267393,NW_003528295.1,365624,365704,-3637,22M1D31M2D4M1D19M49H,15930
SRR14041381.10608848,NW_003528295.1,365624,365704,-3635,22M1D31M2D4M1D19M49H,15930
SRR14041381.10881251,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.11075209,NW_003528295.1,365624,365704,-3582,22M1D31M2D4M1D19M49H,15930
SRR14041381.11335094,NW_003528295.1,365624,365704,-3665,29H22M1D31M2D4M1D19M20H,15930
SRR14041381.11380651,NW_003528295.1,365624,365704,-3653,22M1D31M2D4M1D19M49H,15930
SRR14041381.11565852,NW_003528295.1,365624,365704,-3656,22M1D31M2D4M1D19M49H,15930
SRR14041381.11970387,NW_003528295.1,365624,365704,-3623,22M1D31M2D4M1D19M49H,15930
SRR14041381.11984418,NW_003528295.1,365624,365704,-3619,22M1D31M2D4M1D19M49H,15930
SRR14041381.12050759,NW_003528295.1,365624,365704,-3608,22M1D31M2D4M1D19M49H,15930
SRR14041381.12156472,NW_003528295.1,365624,365704,-3604,22M1D31M2D4M1D19M49H,15930
SRR14041381.12170780,NW_003528295.1,365624,365704,-3599,22M1D30M3D4M1D19M50H,15930
SRR14041381.12364787,NW_003528295.1,365624,365704,-3581,22M1D31M2D4M1D19M49H,15930
SRR14041381.12453558,NW_003528295.1,365624,365704,-3647,22M1D31M2D4M1D19M49H,15930
SRR14041381.12530321,NW_003528295.1,365624,365704,-3595,22M1D31M2D4M1D19M49H,15930
SRR14041381.12655143,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.12814201,NW_003528295.1,365624,365704,-3614,22M1D31M2D4M1D19M49H,15930
SRR14041381.12944965,NW_003528295.1,365624,365704,-3629,22M1D31M2D4M1D19M49H,15930
SRR14041381.12952617,NW_003528295.1,365624,365704,-3606,22M1D31M2D4M1D19M49H,15930
SRR14041381.12963363,NW_003528295.1,365624,365704,-3628,22M1D31M2D4M1D19M49H,15930
SRR14041381.13207038,NW_003528295.1,365624,365704,-3637,22M1D31M2D4M1D19M49H,15930
SRR14041381.13460623,NW_003528295.1,365624,365704,-3620,22M1D31M2D4M1D19M49H,15930
SRR14041381.13691477,NW_003528295.1,365624,365704,-3606,22M1D31M2D4M1D19M49H,15930
SRR14041381.13803351,NW_003528295.1,365624,365704,-3615,22M1D31M2D4M1D19M49H,15930
SRR14041381.14220675,NW_003528295.1,365624,365704,-3611,22M1D30M3D4M1D19M50H,15930
SRR14041381.14292986,NW_003528295.1,365624,365704,-3622,22M1D31M2D4M1D19M49H,15930
SRR14041381.14293081,NW_003528295.1,365624,365704,-3619,22M1D31M2D4M1D19M49H,15930
SRR14041381.14448173,NW_003528295.1,365624,365704,-3608,22M1D31M2D4M1D19M49H,15930
SRR14041381.14600449,NW_003528295.1,365624,365704,-3613,22M1D31M2D4M1D19M49H,15930
SRR14041381.14655136,NW_003528295.1,365624,365704,-3625,22M1D31M2D4M1D19M49H,15930
SRR14041381.15081618,NW_003528295.1,365624,365704,-3616,22M1D31M2D4M1D19M49H,15930
SRR14041381.15623114,NW_003528295.1,365624,365704,-3614,22M1D31M2D4M1D19M49H,15930
SRR14041381.15885020,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.16013989,NW_003528295.1,365624,365677,-3679,73S22M1D30M,15930
SRR14041381.16038231,NW_003528295.1,365624,365704,-3615,22M1D25M2D10M1D19M49H,15930
SRR14041381.16074309,NW_003528295.1,365624,365704,-3615,22M1D31M2D4M1D19M49H,15930
SRR14041381.16645656,NW_003528295.1,365624,365704,-3622,22M1D31M2D4M1D19M49H,15930
SRR14041381.16723946,NW_003528295.1,365624,365704,-3622,22M1D31M2D4M1D19M49H,15930
SRR14041381.16959187,NW_003528295.1,365624,365704,-3623,22M1D31M2D4M1D19M49H,15930
SRR14041381.17393024,NW_003528295.1,365624,365704,-3625,22M1D31M2D4M1D19M49H,15930
SRR14041381.17554556,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.17654636,NW_003528295.1,365624,365704,-3568,22M1D31M2D4M1D19M49H,15930
SRR14041381.17656619,NW_003528295.1,365624,365704,-3615,22M1D31M2D4M1D19M49H,15930
SRR14041381.17659251,NW_003528295.1,365624,365704,-3629,22M1D31M2D4M1D19M49H,15930
SRR14041381.17903883,NW_003528295.1,365624,365704,-3626,22M1D31M2D4M1D19M49H,15930
SRR14041381.17918787,NW_003528295.1,365624,365704,-3618,22M1D31M2D4M1D19M49H,15930
SRR14041381.18036032,NW_003528295.1,365624,365704,-3614,22M1D31M2D4M1D19M49H,15930
SRR14041381.18125582,NW_003528295.1,365624,365704,-3624,22M1D31M2D4M1D19M49H,15930
SRR14041381.18261756,NW_003528295.1,365624,365698,-3688,55S22M1D31M2D4M1D13M,15930
SRR14041381.18324196,NW_003528295.1,365624,365704,-3599,22M1D31M2D4M1D19M49H,15930
SRR14041381.18464501,NW_003528295.1,365624,365704,-3592,22M1D31M2D4M1D19M49H,15930
SRR14041381.18468431,NW_003528295.1,365624,365704,-3608,22M1D31M2D4M1D19M49H,15930
SRR14041381.18686371,NW_003528295.1,365624,365704,-3624,22M1D31M2D4M1D19M49H,15930
SRR14041381.18687377,NW_003528295.1,365624,365704,-3629,22M1D31M2D4M1D19M49H,15930
SRR14041381.18806007,NW_003528295.1,365624,365704,-3599,22M1D31M2D4M1D19M49H,15930
SRR14041381.18962532,NW_003528295.1,365624,365704,-3592,22M1D25M2D10M1D19M49H,15930
SRR14041381.19024795,NW_003528295.1,365624,365704,-3630,22M1D31M2D4M1D19M49H,15930
SRR14041381.19375466,NW_003528295.1,365624,365704,-3574,22M1D31M2D4M1D19M49H,15930
SRR14041381.19494112,NW_003528295.1,365624,365704,-3610,22M1D31M2D4M1D19M49H,15930
SRR14041381.19528531,NW_003528295.1,365624,365704,-3607,22M1D31M2D4M1D19M49H,15930
SRR14041381.19893473,NW_003528295.1,365624,365704,-3614,22M1D31M2D4M1D19M49H,15930
SRR14041381.19947640,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.20155531,NW_003528295.1,365624,365704,-3637,22M1D31M2D4M1D19M49H,15930
SRR14041381.20172496,NW_003528295.1,365624,365704,-3628,22M1D31M2D4M1D19M49H,15930
SRR14041381.20179881,NW_003528295.1,365624,365704,-3591,22M1D31M2D4M1D19M49H,15930
SRR14041381.20647038,NW_003528295.1,365624,365704,-3602,22M1D31M2D4M1D19M49H,15930
SRR14041381.20730533,NW_003528295.1,365624,365704,-3649,22M1D31M2D4M1D19M49H,15930
SRR14041381.21413716,NW_003528295.1,365624,365704,-3606,22M1D31M2D4M1D19M49H,15930
SRR14041381.21531407,NW_003528295.1,365624,365704,-3597,22M1D31M2D4M1D19M49H,15930
SRR14041381.21680131,NW_003528295.1,365624,365704,-3627,22M1D31M2D4M1D19M49H,15930
SRR14041381.22048455,NW_003528295.1,365624,365704,-3629,22M1D31M2D4M1D19M49H,15930
SRR14041381.22091111,NW_003528295.1,365624,365704,-3605,22M1D31M2D4M1D19M49H,15930
SRR14041381.22432705,NW_003528295.1,365624,365704,-3611,22M1D31M2D4M1D19M49H,15930
SRR14041381.22530683,NW_003528295.1,365624,365704,-3600,22M1D31M2D4M1D19M49H,15930
SRR14041381.22675003,NW_003528295.1,365624,365704,-3628,22M1D31M2D4M1D19M49H,15930
SRR14041381.22835926,NW_003528295.1,365624,365704,-3581,22M1D31M2D4M1D19M49H,15930
SRR14041381.22954550,NW_003528295.1,365624,365704,-3577,22M1D31M2D4M1D19M49H,15930
SRR14041381.22966090,NW_003528295.1,365624,365704,-3606,22M1D31M2D4M1D19M49H,15930
SRR14041381.23013412,NW_003528295.1,365624,365704,-3601,14H22M1D31M2D4M1D19M35H,15930
SRR14041381.23086093,NW_003528295.1,365624,365704,-3593,22M1D31M2D4M1D19M49H,15930
SRR14041381.23210690,NW_003528295.1,365624,365704,-3607,22M1D31M2D4M1D19M49H,15930
SRR14041381.23332789,NW_003528295.1,365624,365704,-3634,23H22M1D31M2D4M1D19M26H,15930
SRR14041381.23366539,NW_003528295.1,365624,365704,-3614,16M1D37M2D4M1D19M49H,15930
SRR14041381.23583455,NW_003528295.1,365624,365704,-3614,22M1D31M2D4M1D19M49H,15930
SRR14041381.23772639,NW_003528295.1,365624,365704,-3613,22M1D31M2D4M1D19M49H,15930
SRR14041381.23938600,NW_003528295.1,365624,365704,-3602,22M1D31M2D4M1D19M49H,15930
SRR14041381.23999906,NW_003528295.1,365624,365704,-3599,22M1D31M2D4M1D19M49H,15930
SRR14041381.24041863,NW_003528295.1,365624,365704,-3602,22M1D31M2D4M1D19M49H,15930
SRR14041381.24070548,NW_003528295.1,365624,365704,-3624,22M1D31M2D4M1D19M49H,15930
SRR14041381.24074230,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.24158230,NW_003528295.1,365624,365704,-3590,22M1D20M1D15M2D19M49H,15930
SRR14041381.24319464,NW_003528295.1,365624,365704,-3626,22M1D31M2D4M1D19M49H,15930
SRR14041381.24699035,NW_003528295.1,365624,365704,-3612,22M1D31M2D4M1D19M49H,15930
SRR14041381.24768987,NW_003528295.1,365624,365704,-3603,22M1D31M2D4M1D19M49H,15930
SRR14041381.25002162,NW_003528295.1,365624,365704,-3574,22M1D31M2D4M1D19M49H,15930
SRR14041381.25024746,NW_003528295.1,365624,365704,-3618,22M1D31M2D4M1D19M49H,15930
SRR14041381.25661362,NW_003528295.1,365624,365704,-3610,22M1D31M2D4M1D19M49H,15930
SRR14041381.25723788,NW_003528295.1,365624,365704,-3625,22M1D31M2D4M1D19M49H,15930
SRR14041381.25725107,NW_003528295.1,365624,365704,-3610,22M1D31M2D4M1D19M49H,15930
SRR14041381.25845621,NW_003528295.1,365624,365704,-3601,22M1D31M2D4M1D19M49H,15930
SRR14041381.25879156,NW_003528295.1,365624,365704,-3595,22M1D31M2D4M1D19M49H,15930
SRR14041381.26443860,NW_003528295.1,365624,365704,-3649,22M1D31M2D4M1D19M49H,15930
SRR14041381.26680815,NW_003528295.1,365624,365704,-3625,22M1D31M2D4M1D19M49H,15930
SRR14041381.26988149,NW_003528295.1,365624,365704,-3624,22M1D31M2D4M1D19M49H,15930
SRR14041381.27187726,NW_003528295.1,365624,365704,-3636,22M1D31M2D4M1D19M49H,15930
SRR14041381.27188521,NW_003528295.1,365624,365704,-3614,22M1D31M2D4M1D19M49H,15930
SRR14041381.27510994,NW_003528295.1,365624,365704,-3599,22M1D31M2D4M1D19M49H,15930
SRR14041381.27789259,NW_003528295.1,365624,365704,-3623,22M1D31M2D4M1D19M49H,15930
SRR14041381.27825212,NW_003528295.1,365624,365704,-3623,22M1D31M2D4M1D19M49H,15930
SRR14041381.28170471,NW_003528295.1,365624,365678,-3674,63S22M1D31M9S,15930
SRR14041381.28572058,NW_003528295.1,365624,365704,-3631,22M1D31M2D4M1D19M49H,15930
SRR14041381.28584034,NW_003528295.1,365624,365704,-3611,22M1D31M2D4M1D19M49H,15930
SRR14041381.28799407,NW_003528295.1,365624,365704,-3625,22M1D31M2D4M1D19M49H,15930
SRR14041381.28872546,NW_003528295.1,365624,365704,-3600,22M1D31M2D4M1D19M49H,15930
SRR14041381.28982882,NW_003528295.1,365624,365704,-3609,22M1D31M2D4M1D19M49H,15930
SRR14041381.29269046,NW_003528295.1,365624,365704,-3613,22M1D31M2D4M1D19M49H,15930
SRR14041381.29274976,NW_003528295.1,365624,365704,-3653,22M1D31M2D4M1D19M49H,15930
SRR14041381.29433141,NW_003528295.1,365624,365704,-3633,22M1D31M2D4M1D19M49H,15930
SRR14041381.29445863,NW_003528295.1,365624,365704,-3611,22M1D31M2D4M1D19M49H,15930
SRR14041381.29503288,NW_003528295.1,365624,365704,-3626,22M1D31M2D4M1D19M49H,15930
SRR14041381.29509363,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.29692242,NW_003528295.1,365624,365696,-3692,57S22M1D31M2D4M1D11M,15930
SRR14041381.29710068,NW_003528295.1,365624,365704,-3626,22M1D31M2D4M1D19M49H,15930
SRR14041381.29725271,NW_003528295.1,365624,365704,-3616,5H22M1D31M2D4M1D19M44H,15930
SRR14041381.29801904,NW_003528295.1,365624,365704,-3624,22M1D30M3D4M1D19M50H,15930
SRR14041381.30038750,NW_003528295.1,365624,365704,-3628,22M1D31M2D4M1D19M49H,15930
SRR14041381.30206209,NW_003528295.1,365624,365704,-3595,22M1D31M2D4M1D19M49H,15930
SRR14041381.30276647,NW_003528295.1,365624,365704,-3628,22M1D31M2D4M1D19M49H,15930
SRR14041381.30295827,NW_003528295.1,365624,365704,-3612,22M1D31M2D4M1D19M49H,15930
SRR14041381.30423201,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.30440080,NW_003528295.1,365624,365704,-3580,22M1D31M2D4M1D19M49H,15930
SRR14041381.30462341,NW_003528295.1,365624,365704,-3635,22M1D31M2D4M1D19M49H,15930
SRR14041381.30614236,NW_003528295.1,365624,365704,-3590,22M1D31M2D4M1D19M49H,15930
SRR14041381.30889333,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.30966604,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.30972293,NW_003528295.1,365624,365704,-3648,22M1D31M2D4M1D19M49H,15930
SRR14041381.31281074,NW_003528295.1,365624,365704,-3590,22M1D31M2D4M1D19M49H,15930
SRR14041381.31282062,NW_003528295.1,365624,365704,-3600,22M1D31M2D4M1D19M49H,15930
SRR14041381.31359761,NW_003528295.1,365624,365704,-3644,22M1D31M2D4M1D19M49H,15930
SRR14041381.31387006,NW_003528295.1,365624,365704,-3626,22M1D31M2D4M1D19M49H,15930
SRR14041381.31476344,NW_003528295.1,365624,365704,-3609,22M1D31M2D4M1D19M49H,15930
SRR14041381.31512587,NW_003528295.1,365624,365704,-3588,22M1D31M2D4M1D19M49H,15930
SRR14041381.31757879,NW_003528295.1,365624,365704,-3615,22M1D31M2D4M1D19M49H,15930
SRR14041381.31852380,NW_003528295.1,365624,365704,-3685,22M1D31M2D4M1D19M49H,15930
SRR14041381.31971570,NW_003528295.1,365624,365704,-3599,22M1D31M2D4M1D19M49H,15930
SRR14041381.32098117,NW_003528295.1,365624,365704,-3599,22M1D31M2D4M1D19M49H,15930
SRR14041381.32228048,NW_003528295.1,365624,365704,-3603,22M1D31M2D4M1D19M49H,15930
SRR14041381.32244692,NW_003528295.1,365624,365704,-3647,22M1D31M2D4M1D19M49H,15930
SRR14041381.32435919,NW_003528295.1,365624,365704,-3609,22M1D31M2D4M1D19M49H,15930
SRR14041381.32679893,NW_003528295.1,365624,365704,-3625,22M1D31M2D4M1D19M49H,15930
SRR14041381.32883517,NW_003528295.1,365624,365704,-3651,22M1D31M2D4M1D19M49H,15930
SRR14041381.33010267,NW_003528295.1,365624,365704,-3566,22M1D22M2D13M1D19M49H,15930
SRR14041381.8030214,NW_003528295.1,365624,365704,-3856,22M1D31M2D4M1D19M49H,15930
SRR14041381.9527817,NW_003528295.1,365624,365704,-3856,22M1D31M2D4M1D19M49H,15930
SRR14041381.10605657,NW_003528295.1,365624,365704,-3856,22M1D31M2D4M1D19M49H,15930
SRR14041381.13769076,NW_003528295.1,365624,365704,-3856,22M1D31M2D4M1D19M49H,15930
SRR14041381.15465909,NW_003528295.1,365624,365704,-3856,22M1D31M2D4M1D19M49H,15930
SRR14041381.23670085,NW_003528295.1,365624,365704,-3856,22M1D31M2D4M1D19M49H,15930
SRR14041381.28486152,NW_003528295.1,365624,365704,-3856,22M1D31M2D4M1D19M49H,15930
SRR14041381.30096256,NW_003528295.1,365624,365704,-3856,22M1D31M2D4M1D19M49H,15930
SRR14041381.32843549,NW_003528295.1,365624,365704,-3856,22M1D31M2D4M1D19M49H,15930
SRR14041381.36103,NW_003528295.1,365625,365704,-3649,21M1D31M2D4M1D19M50H,16300
SRR14041381.261301,NW_003528295.1,365625,365704,-3609,21M1D31M2D4M1D19M50H,16300
SRR14041381.402373,NW_003528295.1,365625,365704,-3659,21M1D31M2D4M1D19M50H,16300
SRR14041381.534039,NW_003528295.1,365625,365704,-3650,21M1D31M2D4M1D19M50H,16300
SRR14041381.745660,NW_003528295.1,365625,365704,-3623,21M1D31M2D4M1D19M50H,16300
SRR14041381.799423,NW_003528295.1,365625,365704,-3613,21M1D31M2D4M1D19M50H,16300
SRR14041381.821862,NW_003528295.1,365625,365704,-3634,21M1D31M2D4M1D19M50H,16300
SRR14041381.827303,NW_003528295.1,365625,365704,-3637,21M1D31M2D4M1D19M50H,16300
SRR14041381.1155717,NW_003528295.1,365625,365704,-3654,21M1D31M2D4M1D19M50H,16300
SRR14041381.1224987,NW_003528295.1,365625,365704,-3634,21M1D31M2D4M1D19M50H,16300
SRR14041381.1588181,NW_003528295.1,365625,365704,-3595,21M1D31M2D4M1D19M50H,16300
SRR14041381.1690634,NW_003528295.1,365625,365704,-3594,21M1D31M2D4M1D19M50H,16300
SRR14041381.2343915,NW_003528295.1,365625,365704,-3619,21M1D31M2D4M1D19M50H,16300
SRR14041381.2408579,NW_003528295.1,365625,365704,-3649,21M1D31M2D4M1D19M50H,16300
SRR14041381.2824471,NW_003528295.1,365625,365704,-3558,21M1D31M2D4M1D19M50H,16300
SRR14041381.2898701,NW_003528295.1,365625,365704,-3606,21M1D31M2D4M1D19M50H,16300
SRR14041381.3006810,NW_003528295.1,365625,365704,-3588,21M1D31M2D4M1D19M50H,16300
SRR14041381.3070778,NW_003528295.1,365625,365704,-3613,21M1D31M2D4M1D19M50H,16300
SRR14041381.3639433,NW_003528295.1,365625,365704,-3591,21M1D31M2D4M1D19M50H,16300
SRR14041381.3883047,NW_003528295.1,365625,365704,-3608,21M1D31M2D4M1D19M50H,16300
