chromosome,position,coverage
NW_003526940.1,1340302,163
NW_003526940.1,1340303,164
NW_003526940.1,1340304,163
NW_003526940.1,1340307,164
NW_003526940.1,1340313,163
NW_003526940.1,1340314,163
NW_003526940.1,1340315,161
NW_003526940.1,1340316,163
NW_003526940.1,1340495,5
NW_003526940.1,1340496,8
NW_003526940.1,1340501,9
NW_003526940.1,1340502,12
NW_003526940.1,1340503,13
NW_003526940.1,1340506,14
NW_003526940.1,1340513,21
NW_003526940.1,1340515,24
NW_003526940.1,1340517,26
NW_003526940.1,1340518,28
NW_003526940.1,1340520,31
NW_003526940.1,1340524,35
NW_003526940.1,1340527,36
NW_003526940.1,1340528,38
NW_003526940.1,1340530,40
NW_003526940.1,1340531,43
NW_003526940.1,1340532,46
NW_003526940.1,1340537,50
NW_003526940.1,1340538,54
NW_003526940.1,1340539,56
NW_003526940.1,1340540,59
NW_003526940.1,1340542,60
NW_003526940.1,1340556,61
NW_003526940.1,1340558,77
NW_003526940.1,1340561,82
NW_003526940.1,1340563,84
NW_003526940.1,1340572,91
NW_003526940.1,1340581,97
NW_003526940.1,1340588,104
NW_003526940.1,1340794,144
NW_003526940.1,1340795,145
NW_003526940.1,1340814,160
NW_003526940.1,1340815,159
NW_003526940.1,1341294,116
NW_003526940.1,1341295,115
NW_003526940.1,1341297,118
NW_003526940.1,1341299,123
NW_003526940.1,1341313,125
NW_003526940.1,1341314,134
NW_003526940.1,1341315,136
NW_003526940.1,1341326,147
NW_003526940.1,1341549,118
NW_003526940.1,1341551,128
NW_003526940.1,1341552,129
NW_003526940.1,1341567,132
NW_003526940.1,1341860,171
NW_003526940.1,1343648,264
NW_003526940.1,1343657,274
NW_003526940.1,1343664,270
NW_003526940.1,1343666,270
NW_003526940.1,1343675,277
NW_003526940.1,1343679,273
NW_003526940.1,1343681,270
NW_003526940.1,1343684,268
NW_003526940.1,1343686,270
NW_003526940.1,1343695,257
NW_003526940.1,1343763,261
NW_003526940.1,1343776,275
NW_003526940.1,1343777,278
NW_003526940.1,1343778,282
NW_003526940.1,1343779,285
NW_003526940.1,1343780,286
NW_003526940.1,1343781,285
NW_003526940.1,1343782,287
NW_003526940.1,1343783,291
NW_003526940.1,1343785,293
NW_003526940.1,1343788,300
NW_003526940.1,1343789,305
NW_003526940.1,1343791,311
NW_003526940.1,1343792,311
NW_003526940.1,1343795,315
NW_003526940.1,1343796,315
NW_003526940.1,1343797,318
NW_003526940.1,1343805,325
NW_003526940.1,1343809,325
NW_003526940.1,1343814,332
NW_003526940.1,1343816,335
NW_003526940.1,1343817,335
NW_003526940.1,1343818,338
NW_003526940.1,1343822,347
NW_003526940.1,1343829,350
NW_003526940.1,1343831,354
NW_003526940.1,1343832,358
NW_003526940.1,1343834,359
NW_003526940.1,1343849,379
NW_003526940.1,1343852,405
NW_003526940.1,1343868,430
NW_003526940.1,1343874,446
NW_003526940.1,1344057,233
NW_003526940.1,1344062,231
NW_003526940.1,1344070,222
NW_003526940.1,1344083,200
NW_003526940.1,1344084,201
NW_003526940.1,1344089,225
NW_003526940.1,1344098,231
NW_003526940.1,1344174,280
NW_003526940.1,1344181,277
NW_003526940.1,1344193,273
NW_003526940.1,1344202,269
NW_003526940.1,1344204,268
NW_003526940.1,1344205,268
NW_003526940.1,1344208,268
NW_003526940.1,1344212,272
NW_003526940.1,1344215,276
NW_003526940.1,1344216,280
NW_003526940.1,1344218,285
NW_003526940.1,1344220,286
NW_003526940.1,1344221,287
NW_003526940.1,1344225,291
NW_003526940.1,1344229,294
NW_003526940.1,1344230,295
NW_003526940.1,1344231,299
NW_003526940.1,1344236,298
NW_003526940.1,1344243,316
NW_003526940.1,1344244,317
NW_003526940.1,1344252,320
NW_003526940.1,1344265,328
NW_003526940.1,1344393,200
NW_003526940.1,1344425,176
NW_003526940.1,1344446,176
NW_003526940.1,1344486,161
NW_003526940.1,1344555,164
NW_003526940.1,1344596,169
NW_003526940.1,1344916,90
NW_003526940.1,1344954,127
NW_003526940.1,1344964,132
NW_003526940.1,1344966,134
NW_003526940.1,1344969,139
NW_003526940.1,1344983,135
NW_003526940.1,1344984,136
NW_003526940.1,1344987,142
NW_003526940.1,1344997,143
NW_003526940.1,1344999,146
NW_003526940.1,1345186,6
NW_003526940.1,1345189,6
NW_003526940.1,1345200,3
NW_003526940.1,1345202,4
NW_003526940.1,1345205,6
NW_003526940.1,1345257,39
NW_003526940.1,1345264,49
NW_003526940.1,1345337,127
NW_003526940.1,1345513,210
NW_003526940.1,1345552,228
NW_003526940.1,1345562,232
NW_003526940.1,1345587,234
NW_003526940.1,1346289,215
NW_003526940.1,1346336,209
NW_003526940.1,1346341,212
NW_003526940.1,1346354,216
NW_003526940.1,1346355,217
NW_003526940.1,1346357,219
NW_003526940.1,1346358,220
NW_003526940.1,1346362,218
NW_003526940.1,1346363,219
NW_003526940.1,1346370,219
NW_003526940.1,1346371,222
NW_003526940.1,1346375,225
NW_003526940.1,1346388,226
NW_003526940.1,1346390,228
NW_003526940.1,1346391,228
NW_003526940.1,1346394,228
NW_003526940.1,1346403,227
NW_003526940.1,1346647,153
NW_003526940.1,1346653,152
NW_003526940.1,1346661,157
NW_003526940.1,1346664,158
NW_003526940.1,1346668,159
NW_003526940.1,1346672,162
NW_003526940.1,1346676,166
NW_003526940.1,1346697,157
NW_003526940.1,1346700,156
NW_003526940.1,1346707,157
NW_003526940.1,1346722,146
NW_003526940.1,1346832,128
NW_003526940.1,1346842,136
NW_003526940.1,1346844,137
NW_003526940.1,1346847,136
NW_003526940.1,1346852,142
NW_003526940.1,1346856,145
NW_003526940.1,1346874,159
NW_003526940.1,1346876,163
NW_003526940.1,1346882,165
NW_003526940.1,1347059,187
NW_003526940.1,1347127,205
NW_003526940.1,1347157,210
NW_003526940.1,1347163,213
NW_003526940.1,1347172,206
NW_003526940.1,1347173,209
NW_003526940.1,1347192,202
NW_003526940.1,1347193,200
NW_003526940.1,1347196,198
NW_003526940.1,1347198,198
NW_003526940.1,1347199,198
NW_003526940.1,1347204,196
NW_003526940.1,1347205,214
NW_003526940.1,1347207,214
NW_003526940.1,1347210,211
NW_003526940.1,1347211,212
NW_003526940.1,1347212,209
NW_003526940.1,1347215,210
NW_003526940.1,1347218,208
NW_003526940.1,1347219,210
NW_003526940.1,1347220,214
NW_003526940.1,1347221,215
NW_003526940.1,1347226,216
NW_003526940.1,1347227,217
NW_003526940.1,1347233,209
NW_003526940.1,1347236,209
NW_003526940.1,1347238,209
NW_003526940.1,1347241,203
NW_003526940.1,1347245,199
NW_003526940.1,1347253,194
NW_003526940.1,1347255,196
NW_003526940.1,1347256,196
NW_003526940.1,1347257,194
NW_003526940.1,1347470,55
NW_003526940.1,1347472,58
NW_003526940.1,1347473,61
NW_003526940.1,1347479,69
NW_003526940.1,1347486,74
NW_003526940.1,1347488,78
NW_003526940.1,1347489,79
NW_003526940.1,1347490,80
NW_003526940.1,1347495,84
NW_003526940.1,1347659,170
NW_003526940.1,1347704,159
NW_003526940.1,1347729,157
NW_003526940.1,1347731,157
NW_003526940.1,1347748,155
NW_003526940.1,1347751,156
NW_003526940.1,1347755,152
NW_003526940.1,1347760,151
NW_003526940.1,1348294,167
NW_003526940.1,1348312,183
NW_003526940.1,1349870,163
NW_003526940.1,1350106,107
NW_003526940.1,1350107,107
NW_003526940.1,1350108,108
NW_003526940.1,1350131,109
NW_003526940.1,1350325,170
NW_003526940.1,1350328,171
NW_003526940.1,1350332,172
NW_003526940.1,1350333,176
NW_003526940.1,1350334,176
NW_003526940.1,1350338,176
NW_003526940.1,1350341,177
NW_003526940.1,1350343,183
NW_003526940.1,1350346,188
NW_003526940.1,1350347,188
NW_003526940.1,1350348,186
NW_003526940.1,1350353,196
NW_003526940.1,1350354,200
NW_003526940.1,1350355,203
NW_003526940.1,1350365,215
NW_003526940.1,1350366,217
NW_003526940.1,1350367,218
NW_003526940.1,1350370,216
NW_003526940.1,1350371,221
NW_003526940.1,1350374,228
NW_003526940.1,1350375,229
NW_003526940.1,1350376,228
NW_003526940.1,1350380,227
NW_003526940.1,1350382,236
NW_003526940.1,1350387,247
NW_003526940.1,1350391,250
NW_003526940.1,1350395,251
NW_003526940.1,1350397,257
NW_003526940.1,1350401,263
NW_003526940.1,1350404,267
NW_003526940.1,1350405,270
NW_003526940.1,1350408,276
NW_003526940.1,1350429,289
NW_003526940.1,1350653,173
NW_003526940.1,1351730,133
NW_003526940.1,1351739,130
NW_003526940.1,1351747,125
NW_003526940.1,1351754,130
NW_003526940.1,1351768,136
NW_003526940.1,1351771,138
NW_003526940.1,1351774,140
NW_003526940.1,1351776,141
NW_003526940.1,1351778,141
NW_003526940.1,1351779,143
NW_003526940.1,1351780,143
NW_003526940.1,1351788,142
NW_003526940.1,1351797,144
NW_003526940.1,1351803,141
NW_003526940.1,1351804,140
NW_003526940.1,1351812,129
NW_003526940.1,1351814,130
NW_003526940.1,1351815,140
NW_003526940.1,1351819,142
NW_003526940.1,1351822,143
NW_003526940.1,1369589,131
NW_003526940.1,1369591,134
NW_003526940.1,1369597,134
NW_003526940.1,1369607,142
NW_003526940.1,1369609,144
NW_003526940.1,1381957,79
NW_003526940.1,1382180,90
NW_003526940.1,1384123,59
NW_003526940.1,1394275,7
NW_003526940.1,1408935,158
NW_003526940.1,1415247,148
NW_003526940.1,1415254,140
NW_003526940.1,1415268,142
NW_003526940.1,1415271,145
NW_003526940.1,1415280,139
NW_003526940.1,1415284,136
NW_003526940.1,1415285,138
NW_003526940.1,1415287,137
NW_003526940.1,1415296,137
NW_003526940.1,1415304,131
NW_003526940.1,1415305,129
NW_003526940.1,1415311,129
NW_003526940.1,1415317,129
NW_003526940.1,1415320,129
NW_003526940.1,1415321,130
NW_003526940.1,1415337,120
NW_003526940.1,1415342,127
NW_003526940.1,1415348,131
NW_003526940.1,1415350,131
NW_003526940.1,1415554,85
NW_003526940.1,1415555,98
NW_003526940.1,1415558,103
NW_003526940.1,1415566,105
NW_003526940.1,1415567,109
NW_003526940.1,1415572,108
NW_003526940.1,1415574,114
NW_003526940.1,1415581,116
NW_003526940.1,1415585,119
NW_003526940.1,1415591,125
NW_003526940.1,1415604,131
NW_003526940.1,1415612,135
NW_003526940.1,1415815,144
NW_003526940.1,1415829,143
NW_003526940.1,1415835,144
NW_003526940.1,1415837,149
NW_003526940.1,1415841,151
NW_003526940.1,1415844,151
NW_003526940.1,1415848,154
NW_003526940.1,1415852,159
NW_003526940.1,1415856,156
NW_003526940.1,1415857,159
NW_003526940.1,1415871,148
NW_003526940.1,1415875,151
NW_003526940.1,1415876,151
NW_003526940.1,1415878,152
NW_003526940.1,1415879,154
NW_003526940.1,1415882,151
NW_003526940.1,1417112,70
NW_003526940.1,1417204,62
NW_003526940.1,1417210,61
NW_003526940.1,1417460,163
NW_003526940.1,1417533,94
NW_003526940.1,1417560,58
NW_003526940.1,1417561,59
NW_003526940.1,1417563,60
NW_003526940.1,1417582,52
NW_003526940.1,1417597,48
NW_003526940.1,1417616,41
NW_003526940.1,1417622,42
NW_003526940.1,1417642,73
NW_003526940.1,1417650,78
NW_003526940.1,1417652,79
NW_003526940.1,1417653,80
NW_003526940.1,1417658,81
NW_003526940.1,1417659,83
NW_003526940.1,1417660,82
NW_003526940.1,1417661,83
NW_003526940.1,1417664,83
NW_003526940.1,1417668,87
NW_003526940.1,1417672,87
NW_003526940.1,1417673,88
NW_003526940.1,1417684,89
NW_003526940.1,1417729,70
NW_003526940.1,1417734,78
NW_003526940.1,1417736,80
NW_003526940.1,1417737,82
NW_003526940.1,1417738,83
NW_003526940.1,1417741,83
NW_003526940.1,1417742,87
NW_003526940.1,1417743,88
NW_003526940.1,1417746,92
NW_003526940.1,1417747,93
NW_003526940.1,1417748,93
NW_003526940.1,1417842,77
NW_003526940.1,1417844,80
NW_003526940.1,1417849,85
NW_003526940.1,1417850,88
NW_003526940.1,1417852,96
NW_003526940.1,1417854,100
NW_003526940.1,1417856,100
NW_003526940.1,1417857,102
NW_003526940.1,1417858,103
NW_003526940.1,1417860,103
NW_003526940.1,1417861,105
NW_003526940.1,1417862,105
NW_003526940.1,1417868,113
NW_003526940.1,1417870,113
NW_003526940.1,1417871,115
NW_003526940.1,1417873,117
NW_003526940.1,1417875,118
NW_003526940.1,1417879,120
NW_003526940.1,1417886,121
NW_003526940.1,1418060,44
NW_003526940.1,1418075,44
NW_003526940.1,1418086,45
NW_003526940.1,1418092,44
NW_003526940.1,1418093,45
NW_003526940.1,1418098,42
NW_003526940.1,1418350,62
NW_003526940.1,1418359,70
NW_003526940.1,1418368,72
NW_003526940.1,1418370,73
NW_003526940.1,1418376,78
NW_003526940.1,1418382,80
NW_003526940.1,1418387,80
NW_003526940.1,1418391,80
NW_003526940.1,1418392,81
NW_003526940.1,1418398,80
NW_003526940.1,1418602,103
NW_003526940.1,1418651,154
NW_003526940.1,1420411,70
NW_003526940.1,1421311,64
NW_003526940.1,1421703,75
NW_003526940.1,1421975,159
NW_003526940.1,1421976,161
NW_003526940.1,1421977,161
NW_003526940.1,1421978,166
NW_003526940.1,1421979,175
NW_003526940.1,1421984,184
NW_003526940.1,1421988,191
NW_003526940.1,1421989,191
NW_003526940.1,1421990,194
NW_003526940.1,1421994,197
NW_003526940.1,1421997,203
NW_003526940.1,1422000,203
NW_003526940.1,1422002,207
NW_003526940.1,1422003,212
NW_003526940.1,1422006,216
NW_003526940.1,1422009,219
NW_003526940.1,1422011,221
NW_003526940.1,1422014,223
NW_003526940.1,1422015,227
NW_003526940.1,1422016,232
NW_003526940.1,1422020,239
NW_003526940.1,1422022,242
NW_003526940.1,1422025,243
NW_003526940.1,1422026,251
NW_003526940.1,1422027,256
NW_003526940.1,1422031,259
NW_003526940.1,1422036,263
NW_003526940.1,1422040,270
NW_003526940.1,1422041,273
NW_003526940.1,1422043,274
NW_003526940.1,1422050,289
NW_003526940.1,1422052,297
NW_003526940.1,1422058,306
NW_003526940.1,1422063,310
NW_003526940.1,1422064,309
NW_003526940.1,1422065,309
NW_003526940.1,1422071,306
NW_003526940.1,1422798,238
NW_003526940.1,1422799,238
NW_003526940.1,1422800,239
NW_003526940.1,1422801,239
NW_003526940.1,1422803,241
NW_003526940.1,1422805,246
NW_003526940.1,1422808,247
NW_003526940.1,1422812,247
NW_003526940.1,1422814,250
NW_003526940.1,1422821,264
NW_003526940.1,1422833,268
NW_003526940.1,1422835,271
NW_003526940.1,1422836,274
NW_003526940.1,1422854,279
NW_003526940.1,1422857,278
NW_003526940.1,1424555,187
NW_003526940.1,1424556,189
NW_003526940.1,1424558,191
NW_003526940.1,1424565,186
NW_003526940.1,1424566,185
NW_003526940.1,1424575,188
NW_003526940.1,1424576,192
NW_003526940.1,1424577,192
NW_003526940.1,1424579,197
NW_003526940.1,1424590,204
NW_003526940.1,1424593,209
NW_003526940.1,1424596,212
NW_003526940.1,1424599,213
NW_003526940.1,1424601,216
NW_003526940.1,1424602,217
NW_003526940.1,1424603,213
NW_003526940.1,1424604,214
NW_003526940.1,1424608,213
NW_003526940.1,1424612,218
NW_003526940.1,1424614,215
NW_003526940.1,1427137,134
NW_003526940.1,1427145,133
NW_003526940.1,1427149,139
NW_003526940.1,1427155,144
NW_003526940.1,1427157,145
NW_003526940.1,1427172,138
NW_003526940.1,1427270,84
NW_003526940.1,1427404,93
NW_003526940.1,1427443,115
NW_003526940.1,1427458,123
NW_003526940.1,1427475,129
NW_003526940.1,1427623,92
NW_003526940.1,1427637,89
NW_003526940.1,1427642,89
NW_003526940.1,1427657,84
NW_003526940.1,1427855,85
NW_003526940.1,1427880,118
NW_003526940.1,1427891,123
NW_003526940.1,1428057,161
NW_003526940.1,1428116,55
NW_003526940.1,1428117,78
NW_003526940.1,1428118,82
NW_003526940.1,1428119,83
NW_003526940.1,1428122,82
NW_003526940.1,1428123,83
NW_003526940.1,1428126,84
NW_003526940.1,1428129,84
NW_003526940.1,1428130,86
NW_003526940.1,1428131,88
NW_003526940.1,1428134,91
NW_003526940.1,1428137,96
NW_003526940.1,1428138,97
NW_003526940.1,1428139,98
NW_003526940.1,1428142,99
NW_003526940.1,1428144,101
NW_003526940.1,1428147,103
NW_003526940.1,1428151,104
NW_003526940.1,1428153,105
NW_003526940.1,1428159,107
NW_003526940.1,1428207,122
NW_003526940.1,1428303,61
NW_003526940.1,1428918,145
NW_003526940.1,1428919,143
NW_003526940.1,1428921,145
NW_003526940.1,1428931,146
NW_003526940.1,1428951,143
NW_003526940.1,1428958,151
NW_003526940.1,1428966,153
NW_003526940.1,1428967,156
NW_003526940.1,1428968,156
NW_003526940.1,1428969,156
NW_003526940.1,1428971,156
NW_003526940.1,1428973,160
NW_003526940.1,1428974,164
NW_003526940.1,1428975,164
NW_003526940.1,1428978,165
NW_003526940.1,1428980,166
NW_003526940.1,1428981,165
NW_003526940.1,1428983,167
NW_003526940.1,1428984,167
NW_003526940.1,1428985,168
NW_003526940.1,1428987,170
NW_003526940.1,1428988,176
NW_003526940.1,1428991,173
NW_003526940.1,1428992,175
NW_003526940.1,1428994,177
NW_003526940.1,1428996,178
NW_003526940.1,1428998,177
NW_003526940.1,1428999,178
NW_003526940.1,1429004,183
NW_003526940.1,1429006,183
NW_003526940.1,1429007,185
NW_003526940.1,1429009,185
NW_003526940.1,1429010,187
NW_003526940.1,1429279,132
NW_003526940.1,1429283,137
NW_003526940.1,1429290,145
NW_003526940.1,1429291,148
NW_003526940.1,1429294,155
NW_003526940.1,1429297,159
NW_003526940.1,1429298,160
NW_003526940.1,1429299,159
NW_003526940.1,1429309,173
NW_003526940.1,1429310,178
NW_003526940.1,1429312,180
NW_003526940.1,1429314,182
NW_003526940.1,1429316,187
NW_003526940.1,1429318,190
NW_003526940.1,1429327,206
NW_003526940.1,1429330,213
NW_003526940.1,1429331,215
NW_003526940.1,1429333,219
NW_003526940.1,1429335,221
NW_003526940.1,1429339,231
NW_003526940.1,1429341,234
NW_003526940.1,1429342,237
NW_003526940.1,1429343,238
NW_003526940.1,1429344,240
NW_003526940.1,1429345,243
NW_003526940.1,1429347,243
NW_003526940.1,1429352,251
NW_003526940.1,1429356,253
NW_003526940.1,1429357,255
NW_003526940.1,1429360,255
NW_003526940.1,1429363,259
NW_003526940.1,1429368,255
NW_003526940.1,1429369,256
NW_003526940.1,1429372,256
NW_003526940.1,1429373,255
NW_003526940.1,1429380,260
NW_003526940.1,1429381,260
NW_003526940.1,1429382,259
NW_003526940.1,1429384,256
NW_003526940.1,1429400,259
NW_003526940.1,1429507,108
NW_003526940.1,1429539,112
NW_003526940.1,1429542,113
NW_003526940.1,1429546,113
NW_003526940.1,1429553,108
NW_003526940.1,1429555,110
NW_003526940.1,1429557,110
NW_003526940.1,1429896,80
NW_003526940.1,1429899,78
NW_003526940.1,1429909,81
NW_003526940.1,1429914,83
NW_003526940.1,1429916,84
NW_003526940.1,1429917,86
NW_003526940.1,1429922,89
NW_003526940.1,1429930,92
NW_003526940.1,1429933,90
NW_003526940.1,1429943,89
NW_003526940.1,1429963,118
NW_003526940.1,1429973,122
NW_003526940.1,1429976,122
NW_003526940.1,1429983,129
NW_003526940.1,1429984,130
NW_003526940.1,1429987,134
NW_003526940.1,1429991,134
NW_003526940.1,1429993,134
NW_003526940.1,1429995,136
NW_003526940.1,1429996,135
NW_003526940.1,1429997,135
NW_003526940.1,1430015,132
NW_003526940.1,1430016,130
NW_003526940.1,1430020,133
NW_003526940.1,1430023,134
NW_003526940.1,1430028,131
NW_003526940.1,1430029,132
NW_003526940.1,1430033,131
NW_003526940.1,1430035,130
NW_003526940.1,1430470,70
NW_003526940.1,1430472,70
NW_003526940.1,1430473,73
NW_003526940.1,1430484,77
NW_003526940.1,1430485,78
NW_003526940.1,1430488,80
NW_003526940.1,1430493,88
NW_003526940.1,1430494,88
NW_003526940.1,1430496,89
NW_003526940.1,1430497,90
NW_003526940.1,1430498,92
NW_003526940.1,1430501,93
NW_003526940.1,1430510,94
NW_003526940.1,1430511,96
NW_003526940.1,1430515,102
NW_003526940.1,1430517,105
NW_003526940.1,1430546,117
NW_003526940.1,1431498,137
NW_003526940.1,1431674,133
NW_003526940.1,1431681,138
NW_003526940.1,1431682,139
NW_003526940.1,1431686,142
NW_003526940.1,1431725,132
NW_003526940.1,1431732,142
NW_003526940.1,1431737,147
NW_003526940.1,1431741,142
NW_003526940.1,1431743,146
NW_003526940.1,1431745,148
NW_003526940.1,1431746,148
NW_003526940.1,1431747,151
NW_003526940.1,1432085,52
NW_003526940.1,1432251,151
NW_003526940.1,1432266,150
NW_003526940.1,1432268,151
NW_003526940.1,1432269,155
NW_003526940.1,1432272,155
NW_003526940.1,1432273,160
NW_003526940.1,1432275,157
NW_003526940.1,1432277,158
NW_003526940.1,1432279,158
NW_003526940.1,1432281,157
NW_003526940.1,1432282,157
NW_003526940.1,1432283,158
NW_003526940.1,1432284,159
NW_003526940.1,1432287,162
NW_003526940.1,1432291,162
NW_003526940.1,1432294,156
NW_003526940.1,1432296,158
NW_003526940.1,1432305,154
NW_003526940.1,1432318,153
NW_003526940.1,1432320,151
NW_003526940.1,1432323,150
NW_003526940.1,1432328,150
NW_003526940.1,1432329,151
NW_003526940.1,1432338,143
NW_003526940.1,1432506,29
NW_003526940.1,1432533,49
NW_003526940.1,1432562,64
NW_003526940.1,1432631,115
NW_003526940.1,1433365,52
NW_003526940.1,1433366,85
NW_003526940.1,1433502,125
NW_003526940.1,1433528,134
NW_003526940.1,1433530,137
NW_003526940.1,1433535,140
NW_003526940.1,1433537,139
NW_003526940.1,1433562,132
NW_003526940.1,1433583,139
NW_003526940.1,1433706,103
NW_003526940.1,1433731,124
NW_003526940.1,1434207,99
NW_003526940.1,1434218,98
NW_003526940.1,1434219,100
NW_003526940.1,1434424,81
NW_003526940.1,1434432,89
NW_003526940.1,1434434,92
NW_003526940.1,1434442,111
NW_003526940.1,1434443,114
NW_003526940.1,1434444,114
NW_003526940.1,1434449,113
NW_003526940.1,1434461,131
NW_003526940.1,1434462,133
NW_003526940.1,1434471,149
NW_003526940.1,1434504,182
NW_003526940.1,1434587,247
NW_003526940.1,1436341,258
NW_003526940.1,1436351,255
NW_003526940.1,1436356,256
NW_003526940.1,1436370,253
NW_003526940.1,1436371,255
NW_003526940.1,1436376,254
NW_003526940.1,1436381,260
NW_003526940.1,1436383,262
NW_003526940.1,1436386,258
NW_003526940.1,1436392,261
NW_003526940.1,1436394,262
NW_003526940.1,1436396,258
NW_003526940.1,1436400,252
NW_003526940.1,1436402,256
NW_003526940.1,1436406,257
NW_003526940.1,1436407,257
NW_003526940.1,1436409,251
NW_003526940.1,1436410,253
NW_003526940.1,1437099,71
NW_003526940.1,1437110,74
NW_003526940.1,1437232,101
NW_003526940.1,1437698,346
NW_003526940.1,1437734,330
NW_003526940.1,1438218,62
NW_003526940.1,1438219,92
NW_003526940.1,1438221,96
NW_003526940.1,1438222,98
NW_003526940.1,1438230,99
NW_003526940.1,1438234,100
NW_003526940.1,1438242,104
NW_003526940.1,1438243,105
NW_003526940.1,1438252,111
NW_003526940.1,1438256,112
NW_003526940.1,1438262,112
NW_003526940.1,1438271,123
NW_003526940.1,1438280,126
NW_003526940.1,1438859,164
NW_003526940.1,1438863,168
NW_003526940.1,1438864,171
NW_003526940.1,1438899,183
NW_003526940.1,1438900,185
NW_003526940.1,1438904,190
NW_003526940.1,1438906,188
NW_003526940.1,1438908,188
NW_003526940.1,1438916,155
NW_003526940.1,1438917,155
NW_003526940.1,1438918,158
NW_003526940.1,1438920,159
NW_003526940.1,1438921,161
NW_003526940.1,1438924,162
NW_003526940.1,2522083,103
NW_003526940.1,2522090,98
NW_003526940.1,2522122,7
NW_003526940.1,2522136,6
NW_003526940.1,2522739,82
NW_003526940.1,2522740,82
NW_003526940.1,2522747,84
NW_003526940.1,2522750,82
NW_003526940.1,2522923,102
NW_003526940.1,2522924,115
NW_003526940.1,2523763,75
NW_003526940.1,2523771,79
NW_003526940.1,2523787,85
NW_003526940.1,2523790,86
NW_003526940.1,2523791,87
NW_003526940.1,2523793,86
NW_003526940.1,2523795,85
NW_003526940.1,2523797,87
NW_003526940.1,2523800,89
NW_003526940.1,2523804,88
NW_003526940.1,2523808,90
NW_003526940.1,2523812,89
NW_003526940.1,2523816,87
NW_003526940.1,2523817,87
NW_003526940.1,2523823,86
NW_003526940.1,2523830,87
NW_003526940.1,2523835,85
NW_003526940.1,2523845,85
NW_003526940.1,2523853,86
NW_003526940.1,2526053,7
NW_003526940.1,2526056,10
NW_003526940.1,2526057,11
NW_003526940.1,2526059,13
NW_003526940.1,2526060,15
NW_003526940.1,2526062,16
NW_003526940.1,2526066,19
NW_003526940.1,2526067,20
NW_003526940.1,2526068,21
NW_003526940.1,2526071,22
NW_003526940.1,2526075,24
NW_003526940.1,2526076,25
NW_003526940.1,2526077,26
NW_003526940.1,2526081,28
NW_003526940.1,2526085,31
NW_003526940.1,2526091,33
NW_003526940.1,2526092,35
NW_003526940.1,2526094,36
NW_003526940.1,2526098,39
NW_003526940.1,2526102,42
NW_003526940.1,2526105,43
NW_003526940.1,2526110,45
NW_003526940.1,2526120,51
NW_003526940.1,2526129,56
NW_003526940.1,2526717,167
NW_003526940.1,2526718,167
NW_003526940.1,2526744,167
NW_003526940.1,2526748,167
NW_003526940.1,2526755,171
NW_003526940.1,2526756,174
NW_003526940.1,2526758,172
NW_003526940.1,2526774,160
NW_003526940.1,2526776,161
NW_003526940.1,2526782,150
NW_003526940.1,2526786,150
NW_003526940.1,2526788,152
NW_003526940.1,2526825,132
NW_003526940.1,2526827,130
NW_003526940.1,2526831,131
NW_003526940.1,2526841,128
NW_003526940.1,2526842,127
NW_003526940.1,2526843,127
NW_003526940.1,2526844,129
NW_003526940.1,2527048,12
NW_003526940.1,2527057,18
NW_003526940.1,2527061,21
NW_003526940.1,2527063,22
NW_003526940.1,2527064,23
NW_003526940.1,2527069,27
NW_003526940.1,2527070,29
NW_003526940.1,2527075,36
NW_003526940.1,2527083,38
NW_003526940.1,2527090,44
NW_003526940.1,2527094,47
NW_003526940.1,2527113,62
NW_003526940.1,2527124,69
NW_003526940.1,2527138,90
NW_003526940.1,2527149,106
NW_003526940.1,2527156,115
NW_003526940.1,2527162,120
NW_003526940.1,2527718,69
NW_003526940.1,2528100,14
NW_003526940.1,2528264,27
NW_003526940.1,2528734,64
NW_003526940.1,2528735,65
NW_003526940.1,2528739,66
NW_003526940.1,2528740,66
NW_003526940.1,2528743,67
NW_003526940.1,2528744,66
NW_003526940.1,2528751,61
NW_003526940.1,2528754,61
NW_003526940.1,2528757,60
NW_003526940.1,2528761,59
NW_003526940.1,2528768,57
NW_003526940.1,2528769,60
NW_003526940.1,2528773,61
NW_003526940.1,2531515,13
NW_003526940.1,2531535,22
NW_003526940.1,2531537,25
NW_003526940.1,2531544,32
NW_003526940.1,2531569,41
NW_003526940.1,2532161,82
NW_003526940.1,2532174,91
NW_003526940.1,2532178,97
NW_003526940.1,2532180,99
NW_003526940.1,2532182,95
NW_003526940.1,2532198,105
NW_003526940.1,2532199,106
NW_003526940.1,2532202,109
NW_003526940.1,2532203,110
NW_003526940.1,2532207,167
NW_003526940.1,2532208,176
NW_003526940.1,2532209,182
NW_003526940.1,2532210,186
NW_003526940.1,2532211,192
NW_003526940.1,2532212,193
NW_003526940.1,2532213,196
NW_003526940.1,2532215,206
NW_003526940.1,2532216,209
NW_003526940.1,2532217,212
NW_003526940.1,2532218,218
NW_003526940.1,2532221,221
NW_003526940.1,2532224,238
NW_003526940.1,2532227,271
NW_003526940.1,2532229,283
NW_003526940.1,2532252,327
NW_003526940.1,2532255,329
NW_003526940.1,2532268,375
NW_003526940.1,2532271,392
NW_003526940.1,2532275,385
NW_003526940.1,2532279,436
NW_003526940.1,2532288,473
