chromosome,source,feature,start,end,score,strand,frame,Name,gbkey,gene_biotype,Parent,transcript_id,protein_id,pseudo,partial,ID,locus_tag,inference,Dbxref,end_range,product,start_range,Note
NW_003526940.1,RefSeq,exon,2795283,2795360,.,-,.,,mRNA,,rna-XM_003382114.1,"XM_003382114.1
",,,true,exon-XM_003382114.1-6,Tsp_09010,,"GenBank:XM_003382114.1,GeneID:10902646",,putative HEAT repeat-containing domain protein,".,2795283",
NW_003526940.1,RefSeq,CDS,2798251,2798307,.,-,0,XP_003382162.1,CDS,,rna-XM_003382114.1,,"XP_003382162.1
",,true,cds-XP_003382162.1,Tsp_09010,,"GenBank:XP_003382162.1,GeneID:10902646",,putative HEAT repeat-containing domain protein,,5' end%3B 3' end is gene Tsp_09010 on contig Tsp_Contig13.57
NW_003526940.1,RefSeq,CDS,2797044,2797361,.,-,0,XP_003382162.1,CDS,,rna-XM_003382114.1,,"XP_003382162.1
",,true,cds-XP_003382162.1,Tsp_09010,,"GenBank:XP_003382162.1,GeneID:10902646",,putative HEAT repeat-containing domain protein,,5' end%3B 3' end is gene Tsp_09010 on contig Tsp_Contig13.57
NW_003526940.1,RefSeq,CDS,2796596,2796688,.,-,0,XP_003382162.1,CDS,,rna-XM_003382114.1,,"XP_003382162.1
",,true,cds-XP_003382162.1,Tsp_09010,,"GenBank:XP_003382162.1,GeneID:10902646",,putative HEAT repeat-containing domain protein,,5' end%3B 3' end is gene Tsp_09010 on contig Tsp_Contig13.57
NW_003526940.1,RefSeq,CDS,2796041,2796247,.,-,0,XP_003382162.1,CDS,,rna-XM_003382114.1,,"XP_003382162.1
",,true,cds-XP_003382162.1,Tsp_09010,,"GenBank:XP_003382162.1,GeneID:10902646",,putative HEAT repeat-containing domain protein,,5' end%3B 3' end is gene Tsp_09010 on contig Tsp_Contig13.57
NW_003526940.1,RefSeq,CDS,2795834,2795965,.,-,0,XP_003382162.1,CDS,,rna-XM_003382114.1,,"XP_003382162.1
",,true,cds-XP_003382162.1,Tsp_09010,,"GenBank:XP_003382162.1,GeneID:10902646",,putative HEAT repeat-containing domain protein,,5' end%3B 3' end is gene Tsp_09010 on contig Tsp_Contig13.57
NW_003526940.1,RefSeq,CDS,2795283,2795360,.,-,0,XP_003382162.1,CDS,,rna-XM_003382114.1,,XP_003382162.1,,true,cds-XP_003382162.1,Tsp_09010,,"GenBank:XP_003382162.1,GeneID:10902646",,putative HEAT repeat-containing domain protein,".,2795283
",5' end%3B 3' end is gene Tsp_09010 on contig Tsp_Contig13.57
NW_003526940.1,RefSeq,gene,2799697,2800160,.,+,.,Tsp_09011,Gene,protein_coding,,,,,,gene-Tsp_09011,"Tsp_09011
",,GeneID:10902647,,,,
NW_003526940.1,RefSeq,mRNA,2799697,2800160,.,+,.,XM_003382115.1,mRNA,,gene-Tsp_09011,"XM_003382115.1
",,,,rna-XM_003382115.1,Tsp_09011,,"GenBank:XM_003382115.1,GeneID:10902647",,hypothetical protein,,
NW_003526940.1,RefSeq,exon,2799697,2799791,.,+,.,,mRNA,,rna-XM_003382115.1,"XM_003382115.1
",,,,exon-XM_003382115.1-1,Tsp_09011,,"GenBank:XM_003382115.1,GeneID:10902647",,hypothetical protein,,
NW_003526940.1,RefSeq,exon,2799824,2799905,.,+,.,,mRNA,,rna-XM_003382115.1,"XM_003382115.1
",,,,exon-XM_003382115.1-2,Tsp_09011,,"GenBank:XM_003382115.1,GeneID:10902647",,hypothetical protein,,
NW_003526940.1,RefSeq,exon,2800023,2800160,.,+,.,,mRNA,,rna-XM_003382115.1,"XM_003382115.1
",,,,exon-XM_003382115.1-3,Tsp_09011,,"GenBank:XM_003382115.1,GeneID:10902647",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2799697,2799791,.,+,0,XP_003382163.1,CDS,,rna-XM_003382115.1,,"XP_003382163.1
",,,cds-XP_003382163.1,Tsp_09011,,"GenBank:XP_003382163.1,GeneID:10902647",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2799824,2799905,.,+,1,XP_003382163.1,CDS,,rna-XM_003382115.1,,"XP_003382163.1
",,,cds-XP_003382163.1,Tsp_09011,,"GenBank:XP_003382163.1,GeneID:10902647",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2800023,2800160,.,+,0,XP_003382163.1,CDS,,rna-XM_003382115.1,,"XP_003382163.1
",,,cds-XP_003382163.1,Tsp_09011,,"GenBank:XP_003382163.1,GeneID:10902647",,hypothetical protein,,
NW_003526940.1,RefSeq,gene,2802263,2803048,.,+,.,Tsp_09012,Gene,protein_coding,,,,,,gene-Tsp_09012,"Tsp_09012
",,GeneID:10902648,,,,
NW_003526940.1,RefSeq,mRNA,2802263,2803048,.,+,.,XM_003382116.1,mRNA,,gene-Tsp_09012,"XM_003382116.1
",,,,rna-XM_003382116.1,Tsp_09012,,"GenBank:XM_003382116.1,GeneID:10902648",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2802263,2802302,.,+,.,,mRNA,,rna-XM_003382116.1,"XM_003382116.1
",,,,exon-XM_003382116.1-1,Tsp_09012,,"GenBank:XM_003382116.1,GeneID:10902648",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2802496,2802564,.,+,.,,mRNA,,rna-XM_003382116.1,"XM_003382116.1
",,,,exon-XM_003382116.1-2,Tsp_09012,,"GenBank:XM_003382116.1,GeneID:10902648",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2802698,2802755,.,+,.,,mRNA,,rna-XM_003382116.1,"XM_003382116.1
",,,,exon-XM_003382116.1-3,Tsp_09012,,"GenBank:XM_003382116.1,GeneID:10902648",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2802861,2802890,.,+,.,,mRNA,,rna-XM_003382116.1,"XM_003382116.1
",,,,exon-XM_003382116.1-4,Tsp_09012,,"GenBank:XM_003382116.1,GeneID:10902648",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2802946,2803048,.,+,.,,mRNA,,rna-XM_003382116.1,"XM_003382116.1
",,,,exon-XM_003382116.1-5,Tsp_09012,,"GenBank:XM_003382116.1,GeneID:10902648",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2802263,2802302,.,+,0,XP_003382164.1,CDS,,rna-XM_003382116.1,,"XP_003382164.1
",,,cds-XP_003382164.1,Tsp_09012,,"GenBank:XP_003382164.1,GeneID:10902648",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2802496,2802564,.,+,2,XP_003382164.1,CDS,,rna-XM_003382116.1,,"XP_003382164.1
",,,cds-XP_003382164.1,Tsp_09012,,"GenBank:XP_003382164.1,GeneID:10902648",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2802698,2802755,.,+,2,XP_003382164.1,CDS,,rna-XM_003382116.1,,"XP_003382164.1
",,,cds-XP_003382164.1,Tsp_09012,,"GenBank:XP_003382164.1,GeneID:10902648",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2802861,2802890,.,+,1,XP_003382164.1,CDS,,rna-XM_003382116.1,,"XP_003382164.1
",,,cds-XP_003382164.1,Tsp_09012,,"GenBank:XP_003382164.1,GeneID:10902648",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2802946,2803048,.,+,1,XP_003382164.1,CDS,,rna-XM_003382116.1,,"XP_003382164.1
",,,cds-XP_003382164.1,Tsp_09012,,"GenBank:XP_003382164.1,GeneID:10902648",,hypothetical protein,,
NW_003526940.1,RefSeq,gene,2804139,2804559,.,-,.,Tsp_09013a,Gene,protein_coding,,,,,"true
",gene-Tsp_09013a,Tsp_09013a,,GeneID:10902649,"2804559,.",,,
NW_003526940.1,RefSeq,mRNA,2804139,2804559,.,-,.,XM_003382117.1,mRNA,,gene-Tsp_09013a,"XM_003382117.1
",,,true,rna-XM_003382117.1,Tsp_09013a,,"GenBank:XM_003382117.1,GeneID:10902649","2804559,.",hypothetical protein,,
NW_003526940.1,RefSeq,exon,2804504,2804559,.,-,.,,mRNA,,rna-XM_003382117.1,"XM_003382117.1
",,,true,exon-XM_003382117.1-1,Tsp_09013a,,"GenBank:XM_003382117.1,GeneID:10902649","2804559,.",hypothetical protein,,
NW_003526940.1,RefSeq,exon,2804139,2804426,.,-,.,,mRNA,,rna-XM_003382117.1,"XM_003382117.1
",,,true,exon-XM_003382117.1-2,Tsp_09013a,,"GenBank:XM_003382117.1,GeneID:10902649",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2804504,2804559,.,-,2,XP_003382165.1,CDS,,rna-XM_003382117.1,,"XP_003382165.1
",,true,cds-XP_003382165.1,Tsp_09013a,,"GenBank:XP_003382165.1,GeneID:10902649","2804559,.",hypothetical protein,,3' end%3B 5' end is gene Tsp_09013 on contig Tsp_Contig13.61
NW_003526940.1,RefSeq,CDS,2804139,2804426,.,-,0,XP_003382165.1,CDS,,rna-XM_003382117.1,,"XP_003382165.1
",,true,cds-XP_003382165.1,Tsp_09013a,,"GenBank:XP_003382165.1,GeneID:10902649",,hypothetical protein,,3' end%3B 5' end is gene Tsp_09013 on contig Tsp_Contig13.61
NW_003526940.1,RefSeq,gene,2805016,2805091,.,-,.,Tsp_09013,Gene,protein_coding,,,,,true,gene-Tsp_09013,Tsp_09013,,GeneID:10902650,,,".,2805016
",
NW_003526940.1,RefSeq,mRNA,2805016,2805091,.,-,.,XM_003382118.1,mRNA,,gene-Tsp_09013,"XM_003382118.1
",,,true,rna-XM_003382118.1,Tsp_09013,,"GenBank:XM_003382118.1,GeneID:10902650",,hypothetical protein,".,2805016",
NW_003526940.1,RefSeq,exon,2805016,2805091,.,-,.,,mRNA,,rna-XM_003382118.1,"XM_003382118.1
",,,true,exon-XM_003382118.1-1,Tsp_09013,,"GenBank:XM_003382118.1,GeneID:10902650",,hypothetical protein,".,2805016",
NW_003526940.1,RefSeq,CDS,2805016,2805091,.,-,0,XP_003382166.1,CDS,,rna-XM_003382118.1,,XP_003382166.1,,true,cds-XP_003382166.1,Tsp_09013,,"GenBank:XP_003382166.1,GeneID:10902650",,hypothetical protein,".,2805016
",5' end%3B 3' end is gene Tsp_09013 on contig Tsp_Contig13.60
NW_003526940.1,RefSeq,gene,2806093,2807207,.,-,.,Tsp_09014,Gene,protein_coding,,,,,,gene-Tsp_09014,"Tsp_09014
",,GeneID:10902651,,,,
NW_003526940.1,RefSeq,mRNA,2806093,2807207,.,-,.,XM_003382119.1,mRNA,,gene-Tsp_09014,"XM_003382119.1
",,,,rna-XM_003382119.1,Tsp_09014,,"GenBank:XM_003382119.1,GeneID:10902651",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2807141,2807207,.,-,.,,mRNA,,rna-XM_003382119.1,"XM_003382119.1
",,,,exon-XM_003382119.1-1,Tsp_09014,,"GenBank:XM_003382119.1,GeneID:10902651",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2806607,2806964,.,-,.,,mRNA,,rna-XM_003382119.1,"XM_003382119.1
",,,,exon-XM_003382119.1-2,Tsp_09014,,"GenBank:XM_003382119.1,GeneID:10902651",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2806093,2806453,.,-,.,,mRNA,,rna-XM_003382119.1,"XM_003382119.1
",,,,exon-XM_003382119.1-3,Tsp_09014,,"GenBank:XM_003382119.1,GeneID:10902651",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2807141,2807207,.,-,0,XP_003382167.1,CDS,,rna-XM_003382119.1,,"XP_003382167.1
",,,cds-XP_003382167.1,Tsp_09014,,"GenBank:XP_003382167.1,GeneID:10902651",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2806607,2806964,.,-,2,XP_003382167.1,CDS,,rna-XM_003382119.1,,"XP_003382167.1
",,,cds-XP_003382167.1,Tsp_09014,,"GenBank:XP_003382167.1,GeneID:10902651",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2806093,2806453,.,-,1,XP_003382167.1,CDS,,rna-XM_003382119.1,,"XP_003382167.1
",,,cds-XP_003382167.1,Tsp_09014,,"GenBank:XP_003382167.1,GeneID:10902651",,hypothetical protein,,
NW_003526940.1,RefSeq,gene,2810061,2811109,.,+,.,Tsp_09015,Gene,protein_coding,,,,,,gene-Tsp_09015,"Tsp_09015
",,GeneID:10902652,,,,
NW_003526940.1,RefSeq,mRNA,2810061,2811109,.,+,.,XM_003382120.1,mRNA,,gene-Tsp_09015,"XM_003382120.1
",,,,rna-XM_003382120.1,Tsp_09015,,"GenBank:XM_003382120.1,GeneID:10902652",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2810061,2810074,.,+,.,,mRNA,,rna-XM_003382120.1,"XM_003382120.1
",,,,exon-XM_003382120.1-1,Tsp_09015,,"GenBank:XM_003382120.1,GeneID:10902652",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2810337,2810568,.,+,.,,mRNA,,rna-XM_003382120.1,"XM_003382120.1
",,,,exon-XM_003382120.1-2,Tsp_09015,,"GenBank:XM_003382120.1,GeneID:10902652",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2810583,2810669,.,+,.,,mRNA,,rna-XM_003382120.1,"XM_003382120.1
",,,,exon-XM_003382120.1-3,Tsp_09015,,"GenBank:XM_003382120.1,GeneID:10902652",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2810901,2811044,.,+,.,,mRNA,,rna-XM_003382120.1,"XM_003382120.1
",,,,exon-XM_003382120.1-4,Tsp_09015,,"GenBank:XM_003382120.1,GeneID:10902652",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2811074,2811109,.,+,.,,mRNA,,rna-XM_003382120.1,"XM_003382120.1
",,,,exon-XM_003382120.1-5,Tsp_09015,,"GenBank:XM_003382120.1,GeneID:10902652",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2810061,2810074,.,+,0,XP_003382168.1,CDS,,rna-XM_003382120.1,,"XP_003382168.1
",,,cds-XP_003382168.1,Tsp_09015,,"GenBank:XP_003382168.1,GeneID:10902652",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2810337,2810568,.,+,1,XP_003382168.1,CDS,,rna-XM_003382120.1,,"XP_003382168.1
",,,cds-XP_003382168.1,Tsp_09015,,"GenBank:XP_003382168.1,GeneID:10902652",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2810583,2810669,.,+,0,XP_003382168.1,CDS,,rna-XM_003382120.1,,"XP_003382168.1
",,,cds-XP_003382168.1,Tsp_09015,,"GenBank:XP_003382168.1,GeneID:10902652",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2810901,2811044,.,+,0,XP_003382168.1,CDS,,rna-XM_003382120.1,,"XP_003382168.1
",,,cds-XP_003382168.1,Tsp_09015,,"GenBank:XP_003382168.1,GeneID:10902652",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2811074,2811109,.,+,0,XP_003382168.1,CDS,,rna-XM_003382120.1,,"XP_003382168.1
",,,cds-XP_003382168.1,Tsp_09015,,"GenBank:XP_003382168.1,GeneID:10902652",,hypothetical protein,,
NW_003526940.1,RefSeq,gene,2811638,2812617,.,-,.,Tsp_09016,Gene,protein_coding,,,,,,gene-Tsp_09016,"Tsp_09016
",,GeneID:10902653,,,,
NW_003526940.1,RefSeq,mRNA,2811638,2812617,.,-,.,XM_003382121.1,mRNA,,gene-Tsp_09016,"XM_003382121.1
",,,,rna-XM_003382121.1,Tsp_09016,,"GenBank:XM_003382121.1,GeneID:10902653",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2812542,2812617,.,-,.,,mRNA,,rna-XM_003382121.1,"XM_003382121.1
",,,,exon-XM_003382121.1-1,Tsp_09016,,"GenBank:XM_003382121.1,GeneID:10902653",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2812159,2812494,.,-,.,,mRNA,,rna-XM_003382121.1,"XM_003382121.1
",,,,exon-XM_003382121.1-2,Tsp_09016,,"GenBank:XM_003382121.1,GeneID:10902653",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2811846,2812111,.,-,.,,mRNA,,rna-XM_003382121.1,"XM_003382121.1
",,,,exon-XM_003382121.1-3,Tsp_09016,,"GenBank:XM_003382121.1,GeneID:10902653",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2811638,2811835,.,-,.,,mRNA,,rna-XM_003382121.1,"XM_003382121.1
",,,,exon-XM_003382121.1-4,Tsp_09016,,"GenBank:XM_003382121.1,GeneID:10902653",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2812542,2812617,.,-,0,XP_003382169.1,CDS,,rna-XM_003382121.1,,"XP_003382169.1
",,,cds-XP_003382169.1,Tsp_09016,,"GenBank:XP_003382169.1,GeneID:10902653",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2812159,2812494,.,-,2,XP_003382169.1,CDS,,rna-XM_003382121.1,,"XP_003382169.1
",,,cds-XP_003382169.1,Tsp_09016,,"GenBank:XP_003382169.1,GeneID:10902653",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2811846,2812111,.,-,2,XP_003382169.1,CDS,,rna-XM_003382121.1,,"XP_003382169.1
",,,cds-XP_003382169.1,Tsp_09016,,"GenBank:XP_003382169.1,GeneID:10902653",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2811638,2811835,.,-,0,XP_003382169.1,CDS,,rna-XM_003382121.1,,"XP_003382169.1
",,,cds-XP_003382169.1,Tsp_09016,,"GenBank:XP_003382169.1,GeneID:10902653",,hypothetical protein,,
NW_003526940.1,RefSeq,gene,2813771,2817883,.,-,.,Tsp_09017,Gene,protein_coding,,,,,,gene-Tsp_09017,"Tsp_09017
",,GeneID:10902654,,,,
NW_003526940.1,RefSeq,mRNA,2813771,2817883,.,-,.,XM_003382122.1,mRNA,,gene-Tsp_09017,"XM_003382122.1
",,,,rna-XM_003382122.1,Tsp_09017,,"GenBank:XM_003382122.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,exon,2817863,2817883,.,-,.,,mRNA,,rna-XM_003382122.1,"XM_003382122.1
",,,,exon-XM_003382122.1-1,Tsp_09017,,"GenBank:XM_003382122.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,exon,2817715,2817840,.,-,.,,mRNA,,rna-XM_003382122.1,"XM_003382122.1
",,,,exon-XM_003382122.1-2,Tsp_09017,,"GenBank:XM_003382122.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,exon,2817492,2817640,.,-,.,,mRNA,,rna-XM_003382122.1,"XM_003382122.1
",,,,exon-XM_003382122.1-3,Tsp_09017,,"GenBank:XM_003382122.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,exon,2815755,2817462,.,-,.,,mRNA,,rna-XM_003382122.1,"XM_003382122.1
",,,,exon-XM_003382122.1-4,Tsp_09017,,"GenBank:XM_003382122.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,exon,2815650,2815728,.,-,.,,mRNA,,rna-XM_003382122.1,"XM_003382122.1
",,,,exon-XM_003382122.1-5,Tsp_09017,,"GenBank:XM_003382122.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,exon,2814647,2815639,.,-,.,,mRNA,,rna-XM_003382122.1,"XM_003382122.1
",,,,exon-XM_003382122.1-6,Tsp_09017,,"GenBank:XM_003382122.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,exon,2814295,2814562,.,-,.,,mRNA,,rna-XM_003382122.1,"XM_003382122.1
",,,,exon-XM_003382122.1-7,Tsp_09017,,"GenBank:XM_003382122.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,exon,2813771,2814284,.,-,.,,mRNA,,rna-XM_003382122.1,"XM_003382122.1
",,,,exon-XM_003382122.1-8,Tsp_09017,,"GenBank:XM_003382122.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,CDS,2817863,2817883,.,-,0,XP_003382170.1,CDS,,rna-XM_003382122.1,,"XP_003382170.1
",,,cds-XP_003382170.1,Tsp_09017,,"GenBank:XP_003382170.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,CDS,2817715,2817840,.,-,0,XP_003382170.1,CDS,,rna-XM_003382122.1,,"XP_003382170.1
",,,cds-XP_003382170.1,Tsp_09017,,"GenBank:XP_003382170.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,CDS,2817492,2817640,.,-,0,XP_003382170.1,CDS,,rna-XM_003382122.1,,"XP_003382170.1
",,,cds-XP_003382170.1,Tsp_09017,,"GenBank:XP_003382170.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,CDS,2815755,2817462,.,-,1,XP_003382170.1,CDS,,rna-XM_003382122.1,,"XP_003382170.1
",,,cds-XP_003382170.1,Tsp_09017,,"GenBank:XP_003382170.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,CDS,2815650,2815728,.,-,0,XP_003382170.1,CDS,,rna-XM_003382122.1,,"XP_003382170.1
",,,cds-XP_003382170.1,Tsp_09017,,"GenBank:XP_003382170.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,CDS,2814647,2815639,.,-,2,XP_003382170.1,CDS,,rna-XM_003382122.1,,"XP_003382170.1
",,,cds-XP_003382170.1,Tsp_09017,,"GenBank:XP_003382170.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,CDS,2814295,2814562,.,-,2,XP_003382170.1,CDS,,rna-XM_003382122.1,,"XP_003382170.1
",,,cds-XP_003382170.1,Tsp_09017,,"GenBank:XP_003382170.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,CDS,2813771,2814284,.,-,1,XP_003382170.1,CDS,,rna-XM_003382122.1,,"XP_003382170.1
",,,cds-XP_003382170.1,Tsp_09017,,"GenBank:XP_003382170.1,GeneID:10902654",,Pao retrotransposon peptidase family protein,,
NW_003526940.1,RefSeq,gene,2818541,2819979,.,-,.,Tsp_09018,Gene,protein_coding,,,,,,gene-Tsp_09018,"Tsp_09018
",,GeneID:10902655,,,,
NW_003526940.1,RefSeq,mRNA,2818541,2819979,.,-,.,XM_003382123.1,mRNA,,gene-Tsp_09018,"XM_003382123.1
",,,,rna-XM_003382123.1,Tsp_09018,,"GenBank:XM_003382123.1,GeneID:10902655",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2819838,2819979,.,-,.,,mRNA,,rna-XM_003382123.1,"XM_003382123.1
",,,,exon-XM_003382123.1-1,Tsp_09018,,"GenBank:XM_003382123.1,GeneID:10902655",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2819601,2819657,.,-,.,,mRNA,,rna-XM_003382123.1,"XM_003382123.1
",,,,exon-XM_003382123.1-2,Tsp_09018,,"GenBank:XM_003382123.1,GeneID:10902655",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2819359,2819477,.,-,.,,mRNA,,rna-XM_003382123.1,"XM_003382123.1
",,,,exon-XM_003382123.1-3,Tsp_09018,,"GenBank:XM_003382123.1,GeneID:10902655",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2819187,2819225,.,-,.,,mRNA,,rna-XM_003382123.1,"XM_003382123.1
",,,,exon-XM_003382123.1-4,Tsp_09018,,"GenBank:XM_003382123.1,GeneID:10902655",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2818873,2818973,.,-,.,,mRNA,,rna-XM_003382123.1,"XM_003382123.1
",,,,exon-XM_003382123.1-5,Tsp_09018,,"GenBank:XM_003382123.1,GeneID:10902655",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2818541,2818652,.,-,.,,mRNA,,rna-XM_003382123.1,"XM_003382123.1
",,,,exon-XM_003382123.1-6,Tsp_09018,,"GenBank:XM_003382123.1,GeneID:10902655",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2819838,2819979,.,-,0,XP_003382171.1,CDS,,rna-XM_003382123.1,,"XP_003382171.1
",,,cds-XP_003382171.1,Tsp_09018,,"GenBank:XP_003382171.1,GeneID:10902655",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2819601,2819657,.,-,2,XP_003382171.1,CDS,,rna-XM_003382123.1,,"XP_003382171.1
",,,cds-XP_003382171.1,Tsp_09018,,"GenBank:XP_003382171.1,GeneID:10902655",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2819359,2819477,.,-,2,XP_003382171.1,CDS,,rna-XM_003382123.1,,"XP_003382171.1
",,,cds-XP_003382171.1,Tsp_09018,,"GenBank:XP_003382171.1,GeneID:10902655",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2819187,2819225,.,-,0,XP_003382171.1,CDS,,rna-XM_003382123.1,,"XP_003382171.1
",,,cds-XP_003382171.1,Tsp_09018,,"GenBank:XP_003382171.1,GeneID:10902655",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2818873,2818973,.,-,0,XP_003382171.1,CDS,,rna-XM_003382123.1,,"XP_003382171.1
",,,cds-XP_003382171.1,Tsp_09018,,"GenBank:XP_003382171.1,GeneID:10902655",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2818541,2818652,.,-,1,XP_003382171.1,CDS,,rna-XM_003382123.1,,"XP_003382171.1
",,,cds-XP_003382171.1,Tsp_09018,,"GenBank:XP_003382171.1,GeneID:10902655",,hypothetical protein,,
NW_003526940.1,RefSeq,gene,2821710,2822577,.,-,.,Tsp_09019,Gene,protein_coding,,,,,,gene-Tsp_09019,"Tsp_09019
",,GeneID:10902656,,,,
NW_003526940.1,RefSeq,mRNA,2821710,2822577,.,-,.,XM_003382124.1,mRNA,,gene-Tsp_09019,"XM_003382124.1
",,,,rna-XM_003382124.1,Tsp_09019,,"GenBank:XM_003382124.1,GeneID:10902656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2822436,2822577,.,-,.,,mRNA,,rna-XM_003382124.1,"XM_003382124.1
",,,,exon-XM_003382124.1-1,Tsp_09019,,"GenBank:XM_003382124.1,GeneID:10902656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2822199,2822255,.,-,.,,mRNA,,rna-XM_003382124.1,"XM_003382124.1
",,,,exon-XM_003382124.1-2,Tsp_09019,,"GenBank:XM_003382124.1,GeneID:10902656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2821957,2822075,.,-,.,,mRNA,,rna-XM_003382124.1,"XM_003382124.1
",,,,exon-XM_003382124.1-3,Tsp_09019,,"GenBank:XM_003382124.1,GeneID:10902656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,exon,2821710,2821823,.,-,.,,mRNA,,rna-XM_003382124.1,"XM_003382124.1
",,,,exon-XM_003382124.1-4,Tsp_09019,,"GenBank:XM_003382124.1,GeneID:10902656",,conserved hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2822436,2822577,.,-,0,XP_003382172.1,CDS,,rna-XM_003382124.1,,"XP_003382172.1
",,,cds-XP_003382172.1,Tsp_09019,,"GenBank:XP_003382172.1,GeneID:10902656",,hypothetical protein,,
NW_003526940.1,RefSeq,CDS,2822199,2822255,.,-,2,XP_003382172.1,CDS,,rna-XM_003382124.1,,"XP_003382172.1
",,,cds-XP_003382172.1,Tsp_09019,,"GenBank:XP_003382172.1,GeneID:10902656",,hypothetical protein,,
